Source_Category,Source_Node,Target_Category,Target_Node,Topological_Score,Cooccurrence_Score,Bridge_Bonus,Predicted_Link_Strength
Theory,thermodynamic-uncertainty-relations,Application,self-healing-materials-applications,0,0.632,1.5,2.132
Mechanism,driven-by-physical-forces-dynamics,Material,molecular-force-fields,1,0.131,0.0,2.131
Method,external-field-control,Material,iontronic-devices,1,0.131,0.0,2.131
Mechanism,driven-by-physical-forces-dynamics,Material,quantum-dots,1,0.131,0.0,2.131
Mechanism,resistance-switching-memristance,Material,iontronic-devices,1,0.131,0.0,2.131
Phenomenon,controlled-locomotion--navigation,Method,external-field-control,1,0.131,0.0,2.131
Phenomenon,dynamic-chemicalcellular-patterns,Method,continuum-modeling,1,0.129,0.0,2.129
Phenomenon,classification--regression-performance,Material,liquid-crystal-elastomers-lces,1,0.127,0.0,2.127
Theory,liquid-crystal-theory,Material,nanowires,1,0.123,0.0,2.123
Method,thermal-analysis-dsc,Material,fe3o4-nanoparticles,1,0.122,0.0,2.122
Phenomenon,defect-pattern-formation,Application,microrobotics,1,0.122,0.0,2.122
Mechanism,criticality-driven-organization,Phenomenon,information-thermodynamics-effects,1,0.122,0.0,2.122
Phenomenon,manipulation-grasping-transport-release,Material,fe3o4-nanoparticles,1,0.122,0.0,2.122
Theory,thermodynamic-uncertainty-relations,Method,statistical-analysis,1,0.122,0.0,2.122
Theory,thermodynamic-uncertainty-relations,Material,lipid-bilayers,1,0.122,0.0,2.122
Method,thermal-analysis-dsc,Application,neuromorphic-computing--hardware,1,0.122,0.0,2.122
Method,3d-printing-additive-manufacturing,Material,btf-interface,1,0.122,0.0,2.122
Phenomenon,manipulation-grasping-transport-release,Method,3d-printing-additive-manufacturing,1,0.122,0.0,2.122
Phenomenon,discrete-nanostructure-formation,Material,colloidal-particles,1,0.115,0.0,2.115
Mechanism,indirect-relayed-sensing,Application,neuromorphic-computing--hardware,1,0.115,0.0,2.115
Mechanism,driven-by-algorithmic-computational-rules,Application,neuromorphic-computing--hardware,1,0.115,0.0,2.115
Phenomenon,discrete-nanostructure-formation,Method,colloidal-synthesis-assembly,1,0.115,0.0,2.115
Mechanism,indirect-relayed-sensing,Method,network-modeling,1,0.115,0.0,2.115
Phenomenon,photosynthesis,Material,silicon-si-and-porous-silicon-psi,1,0.115,0.0,2.115
Phenomenon,ness-states,Material,metals,1,0.115,0.0,2.115
Phenomenon,autonomous-self-propulsion,Method,finite-element-method-femfea,1,0.112,0.0,2.112
Phenomenon,clustering--aggregation--phase-separation,Application,artificial-cells--protocells,1,0.112,0.0,2.112
Phenomenon,chemotaxis--taxis-behaviors,Material,mechanical-metamaterials,1,0.112,0.0,2.112
Phenomenon,synaptic-plasticity-emulation,Material,mechanical-metamaterials,1,0.111,0.0,2.111
Method,mechanical-testing,Material,silicon-si-and-porous-silicon-psi,1,0.108,0.0,2.108
Theory,thermodynamics-of-information,Mechanism,criticality-driven-organization,1,0.108,0.0,2.108
Mechanism,irreversible-state-change-memory,Material,shape-memory-polymers-smps,1,0.107,0.0,2.107
Method,spectroscopy,Application,microrobotics,1,0.107,0.0,2.107
Method,thermal-analysis-dsc,Material,nanowires,1,0.107,0.0,2.107
Theory,embodied-intelligence-conceptual,Method,mechanical-input-control,1,0.107,0.0,2.107
Theory,quantum-mechanics,Material,plasmonics-metamaterials,1,0.107,0.0,2.107
Phenomenon,bio-inspired-actuation,Material,metals,1,0.105,0.0,2.105
Method,external-field-control,Material,magneto-elastic-composites,1,0.104,0.0,2.104
Mechanism,chemical-transduction,Method,3d-printing-additive-manufacturing,1,0.103,0.0,2.103
Phenomenon,memristance,Material,nanowires,1,0.101,0.0,2.101
Theory,physical-intelligence-pi,Material,photomechanochromic-polymers,1,0.098,0.0,2.098
Phenomenon,controlled-locomotion--navigation,Material,shape-memory-polymers-smps,1,0.095,0.0,2.095
Theory,continuum-mechanics,Material,microcapsule-composites,1,0.095,0.0,2.095
Theory,assembly-theory-at,Material,living-cells-and-tissues,1,0.095,0.0,2.095
Mechanism,driven-by-biological-processes,Phenomenon,periodic-pattern-formation,1,0.095,0.0,2.095
Theory,thermodynamics-of-information,Mechanism,collective-swarm-computation,1,0.094,0.0,2.094
Theory,collective-intelligence-conceptual,Mechanism,driven-by-physical-forces-dynamics,1,0.088,0.0,2.088
Theory,collective-intelligence-conceptual,Phenomenon,collective-motion--phase-behavior,1,0.079,0.0,2.079
Phenomenon,scale-free-dynamics--criticality,Material,nanowires,1,0.079,0.0,2.079
Phenomenon,controlled-locomotion--navigation,Method,3d-printing-additive-manufacturing,1,0.073,0.0,2.073
Theory,thermodynamics-of-information,Method,statistical-analysis,1,0.072,0.0,2.072
Mechanism,driven-by-physical-forces-dynamics,Material,emulsion-droplets,1,0.068,0.0,2.068
Theory,basal-minimal-cognition-conceptual,Application,data-storage,0,0.566,1.5,2.066
Theory,basal-minimal-cognition-conceptual,Application,unconventional--physical-computing,0,0.566,1.5,2.066
Theory,basal-minimal-cognition-conceptual,Application,reconfigurable-systems--modular-robotics,0,0.566,1.5,2.066
Theory,basal-minimal-cognition-conceptual,Application,self-healing-materials-applications,0,0.566,1.5,2.066
Theory,basal-minimal-cognition-conceptual,Application,sensing-general,0,0.566,1.5,2.066
Theory,basal-minimal-cognition-conceptual,Application,nanotechnology--micro-assembly,0,0.566,1.5,2.066
Method,spectroscopy,Material,ferrofluids,1,0.064,0.0,2.064
Mechanism,electrical-response,Material,nanowires,1,0.064,0.0,2.064
Phenomenon,autonomous-self-propulsion,Material,elastomers-general,1,0.064,0.0,2.064
Theory,basal-minimal-cognition-conceptual,Application,microrobotics,0,0.559,1.5,2.059
Theory,basal-minimal-cognition-conceptual,Application,artificial-cells--protocells,0,0.559,1.5,2.059
Theory,embodied-intelligence-conceptual,Material,other-nanoparticles,1,0.048,0.0,2.048
Theory,liquid-crystal-theory,Application,sensing-general,0,0.548,1.5,2.048
Method,particle-cell-tracking-analysis,Material,shape-memory-polymers-smps,1,0.048,0.0,2.048
Theory,liquid-crystal-theory,Application,flexible-electronics,0,0.548,1.5,2.048
Theory,liquid-crystal-theory,Application,bioelectronics,0,0.548,1.5,2.048
Theory,quantum-mechanics,Material,graphene--2d-materials,1,0.045,0.0,2.045
Phenomenon,reaction-diffusion-systems,Method,spectroscopy,1,0.045,0.0,2.045
Mechanism,electrical-response,Phenomenon,morphogenesis--regeneration--homeostasis,1,0.033,0.0,2.033
Mechanism,electrical-response,Material,memristors,1,0.033,0.0,2.033
Theory,statistical-mechanics--stochastic-thermodynamics,Application,drug-delivery,0,0.525,1.5,2.025
Theory,statistical-mechanics--stochastic-thermodynamics,Application,structural-health-monitoring,0,0.525,1.5,2.025
Mechanism,criticality-driven-organization,Phenomenon,ness-states,1,0.02,0.0,2.02
Phenomenon,stimuli-responsive-property-switching,Application,neuromorphic-computing--hardware,1,0.02,0.0,2.02
Phenomenon,stimuli-responsive-property-switching,Material,conductive-polymers,1,0.02,0.0,2.02
Phenomenon,stimuli-responsive-property-switching,Material,fe3o4-nanoparticles,1,0.02,0.0,2.02
Phenomenon,defect-pattern-formation,Material,mechanical-metamaterials,1,0.018,0.0,2.018
Mechanism,collective-swarm-computation,Application,neuromorphic-computing--hardware,1,0.017,0.0,2.017
Mechanism,optical-response,Material,colloidal-particles,1,0.017,0.0,2.017
Mechanism,electrical-ionic-transduction,Material,fe3o4-nanoparticles,1,0.017,0.0,2.017
Mechanism,magnetic-transduction,Material,quantum-systems,1,-0.365,0.0,2.0
Mechanism,optical-transduction,Material,quantum-systems,1,0.0,0.0,2.0
Mechanism,chemical-transduction,Material,emulsion-droplets,1,-0.36,0.0,2.0
Mechanism,chemical-transduction,Material,iontronic-devices,1,-0.767,0.0,2.0
Mechanism,electrical-ionic-transduction,Material,photomechanochromic-polymers,1,-0.5,0.0,2.0
Mechanism,electrical-ionic-transduction,Material,piezoresistive-composites,1,-0.079,0.0,2.0
Mechanism,thermal-transduction,Material,photomechanochromic-polymers,1,-0.5,0.0,2.0
Mechanism,thermal-transduction,Material,ionic-liquids,1,-0.539,0.0,2.0
Mechanism,optical-transduction,Material,self-assembling-peptides,1,-0.308,0.0,2.0
Mechanism,optical-transduction,Material,ferromagnetic-materials,1,-0.877,0.0,2.0
Mechanism,optical-transduction,Material,fe3o4-nanoparticles,1,-0.223,0.0,2.0
Mechanism,magnetic-transduction,Material,colloidal-particles,1,0.0,0.0,2.0
Mechanism,electrical-ionic-transduction,Method,neuroimaging,1,0.0,0.0,2.0
Mechanism,electrical-ionic-transduction,Method,biological-assays,1,0.0,0.0,2.0
Mechanism,indirect-relayed-sensing,Method,agent-based-modeling-abm,1,-0.408,0.0,2.0
Mechanism,magnetic-transduction,Material,photomechanochromic-polymers,1,-0.718,0.0,2.0
Mechanism,optical-transduction,Method,thin-film-deposition-pvd-cvd-etc,1,0.0,0.0,2.0
Mechanism,electrical-ionic-transduction,Material,nanowires,1,-0.364,0.0,2.0
Mechanism,energy-flow-dissipation,Method,langevin-dynamics,1,0.0,0.0,2.0
Mechanism,energy-flow-dissipation,Method,statistical-analysis,1,-0.348,0.0,2.0
Mechanism,mechanical-transduction,Method,mechanical-property-testing,1,0.0,0.0,2.0
Mechanism,mechanical-transduction,Method,continuum-modeling,1,-0.303,0.0,2.0
Mechanism,immune-system-adaptation,Phenomenon,thermodynamic-uncertainty-relations-results,1,-0.2,0.0,2.0
Mechanism,immune-system-adaptation,Phenomenon,bio-inspired-actuation,1,-0.424,0.0,2.0
Mechanism,immune-system-adaptation,Phenomenon,active-inference,1,-0.2,0.0,2.0
Mechanism,immune-system-adaptation,Phenomenon,flocking--schooling--swarming,1,-0.424,0.0,2.0
Mechanism,immune-system-adaptation,Phenomenon,morphogenesis--regeneration--homeostasis,1,-0.696,0.0,2.0
Mechanism,immune-system-adaptation,Phenomenon,collective-decision-making,1,-0.316,0.0,2.0
Mechanism,electrical-ionic-transduction,Material,ferromagnetic-materials,1,-0.652,0.0,2.0
Mechanism,chemical-actuation,Material,self-assembling-peptides,1,-0.23,0.0,2.0
Mechanism,mechanical-actuation,Material,chemical-fuel,1,-0.655,0.0,2.0
Mechanism,neuromorphic-computation,Material,pnipam-networks-in-ionic-liquid,1,0.0,0.0,2.0
Mechanism,neuromorphic-computation,Material,conductive-polymers,1,-0.549,0.0,2.0
Mechanism,neuromorphic-computation,Material,piezoresistive-composites,1,-0.125,0.0,2.0
Mechanism,mechanical-actuation,Material,emulsion-droplets,1,-0.034,0.0,2.0
Mechanism,electrical-response,Material,ion-exchange-polymer-nafion,1,-0.424,0.0,2.0
Mechanism,electrical-response,Material,silicon-si-and-porous-silicon-psi,1,-0.657,0.0,2.0
Mechanism,optical-response,Material,lipid-bilayers,1,-0.223,0.0,2.0
Mechanism,optical-response,Material,nanowires,1,-0.493,0.0,2.0
Mechanism,mechanical-actuation,Material,catalytic-particles,1,-0.034,0.0,2.0
Mechanism,optical-response,Material,liquid-crystal-elastomers-lces,1,-0.97,0.0,2.0
Mechanism,optical-response,Material,emulsion-droplets,1,-0.223,0.0,2.0
Mechanism,optical-response,Material,ionic-liquids,1,-0.531,0.0,2.0
Mechanism,optical-response,Material,hydrogels-general,1,-0.426,0.0,2.0
Mechanism,optical-response,Material,pnipam-networks-in-ionic-liquid,1,-0.105,0.0,2.0
Mechanism,optical-response,Material,ion-exchange-polymer-nafion,1,-0.531,0.0,2.0
Mechanism,optical-response,Material,block-copolymers,1,-0.105,0.0,2.0
Mechanism,optical-response,Material,phase-change-composites,1,-0.105,0.0,2.0
Mechanism,optical-response,Material,living-cells-and-tissues,1,-0.672,0.0,2.0
Mechanism,driven-by-thermodynamic-statistical-principles,Material,shape-memory-polymers-smps,1,-0.469,0.0,2.0
Mechanism,driven-by-thermodynamic-statistical-principles,Material,conductive-filler-composites,1,-0.696,0.0,2.0
Mechanism,driven-by-thermodynamic-statistical-principles,Material,phase-change-composites,1,0.0,0.0,2.0
Mechanism,driven-by-thermodynamic-statistical-principles,Material,lipid-bilayers,1,-0.216,0.0,2.0
Mechanism,driven-by-thermodynamic-statistical-principles,Material,nanowires,1,-0.563,0.0,2.0
Mechanism,indirect-relayed-sensing,Material,nanowires,1,-0.101,0.0,2.0
Mechanism,acoustic-transduction,Material,granular-media,1,-0.2,0.0,2.0
Mechanism,driven-by-physical-forces-dynamics,Material,liquid-crystal-elastomers-lces,1,-0.239,0.0,2.0
Mechanism,energy-flow-dissipation,Material,photomechanochromic-polymers,1,-0.281,0.0,2.0
Mechanism,driven-by-physical-forces-dynamics,Material,iontronic-devices,1,-0.37,0.0,2.0
Mechanism,collective-swarm-computation,Material,nanowires,1,-0.061,0.0,2.0
Mechanism,collective-swarm-computation,Material,artificial-chemistries,1,0.0,0.0,2.0
Mechanism,neuromorphic-computation,Material,metals,1,-0.099,0.0,2.0
Mechanism,neuromorphic-computation,Material,graphene--2d-materials,1,-0.179,0.0,2.0
Mechanism,bayesian-inference-probabilistic-computation,Material,lipid-bilayers,1,0.0,0.0,2.0
Mechanism,bayesian-inference-probabilistic-computation,Material,molecular-force-fields,1,0.0,0.0,2.0
Mechanism,bayesian-inference-probabilistic-computation,Material,granular-media,1,0.0,0.0,2.0
Mechanism,energy-flow-dissipation,Material,polymma-co-nba-copolymers,1,-0.539,0.0,2.0
Mechanism,irreversible-state-change-memory,Material,piezoresistive-composites,1,-0.671,0.0,2.0
Mechanism,irreversible-state-change-memory,Material,phase-change-composites,1,-0.5,0.0,2.0
Mechanism,irreversible-state-change-memory,Material,mechanical-metamaterials,1,-0.112,0.0,2.0
Mechanism,irreversible-state-change-memory,Material,liquid-crystal-elastomers-lces,1,0.0,0.0,2.0
Mechanism,dynamic-state-memory,Material,nanowires,1,-0.079,0.0,2.0
Mechanism,dynamic-state-memory,Material,memristors,1,-0.017,0.0,2.0
Mechanism,driven-by-algorithmic-computational-rules,Material,active-matter-fluids,1,-0.333,0.0,2.0
Mechanism,energy-flow-dissipation,Material,hydrogels-general,1,-0.702,0.0,2.0
Mechanism,topological-defect-memory,Material,lce-metamaterial-composites,1,0.0,0.0,2.0
Mechanism,topological-defect-memory,Material,quantum-dots,1,-0.316,0.0,2.0
Mechanism,irreversible-state-change-memory,Material,elastomers-general,1,-0.853,0.0,2.0
Mechanism,irreversible-state-change-memory,Material,hydrogels-general,1,-0.525,0.0,2.0
Mechanism,irreversible-state-change-memory,Material,pnipam-networks-in-ionic-liquid,1,-0.5,0.0,2.0
Mechanism,irreversible-state-change-memory,Material,polymma-co-nba-copolymers,1,-0.316,0.0,2.0
Mechanism,criticality-driven-organization,Material,conductive-filler-composites,1,-0.31,0.0,2.0
Mechanism,criticality-driven-organization,Material,molecular-force-fields,1,-0.31,0.0,2.0
Mechanism,criticality-driven-organization,Material,nanowires,1,-0.348,0.0,2.0
Mechanism,criticality-driven-organization,Material,granular-media,1,-0.31,0.0,2.0
Mechanism,driven-by-biological-processes,Material,wave-propagation-media,1,-0.539,0.0,2.0
Mechanism,driven-by-algorithmic-computational-rules,Material,nanowires,1,-0.402,0.0,2.0
Mechanism,equilibrium-self-assembly,Material,lipid-bilayers,1,-0.108,0.0,2.0
Mechanism,energy-flow-dissipation,Material,elastomers-general,1,-0.788,0.0,2.0
Mechanism,ness-selection--dissipative-adaptation,Material,molecular-force-fields,1,-0.2,0.0,2.0
Mechanism,ness-selection--dissipative-adaptation,Material,granular-media,1,-0.2,0.0,2.0
Mechanism,criticality-driven-organization,Material,pnipam-networks-in-ionic-liquid,1,-0.49,0.0,2.0
Mechanism,cellular-tissue-plasticity,Phenomenon,defect-pattern-formation,1,-0.31,0.0,2.0
Mechanism,cellular-tissue-plasticity,Phenomenon,dynamic-chemicalcellular-patterns,1,-0.424,0.0,2.0
Mechanism,cellular-tissue-plasticity,Phenomenon,flocking--schooling--swarming,1,-0.424,0.0,2.0
Mechanism,cellular-tissue-plasticity,Phenomenon,collective-decision-making,1,-0.316,0.0,2.0
Mechanism,cellular-tissue-plasticity,Phenomenon,immunological-memory,1,-0.2,0.0,2.0
Mechanism,cellular-tissue-plasticity,Phenomenon,bioelectricity,1,-0.2,0.0,2.0
Mechanism,cellular-tissue-plasticity,Phenomenon,photosynthesis,1,-0.447,0.0,2.0
Mechanism,immune-system-adaptation,Phenomenon,information-thermodynamics-effects,1,-0.316,0.0,2.0
Mechanism,physical-intrinsic-learning-rules,Phenomenon,ness-states,1,0.0,0.0,2.0
Mechanism,physical-intrinsic-learning-rules,Phenomenon,statistical-inference-computations,1,0.0,0.0,2.0
Mechanism,physical-intrinsic-learning-rules,Phenomenon,self-assembly-and-pattern-formation,1,0.0,0.0,2.0
Mechanism,physical-intrinsic-learning-rules,Phenomenon,collective-motion--phase-behavior,1,0.0,0.0,2.0
Mechanism,physical-intrinsic-learning-rules,Phenomenon,criticality--phase-transitions,1,0.0,0.0,2.0
Mechanism,biological-plasticity-mechanisms,Phenomenon,morphogenesis--regeneration--homeostasis,1,0.0,0.0,2.0
Mechanism,biological-plasticity-mechanisms,Phenomenon,habituation--sensory-adaptation,1,0.0,0.0,2.0
Mechanism,cellular-tissue-plasticity,Phenomenon,chemotaxis--taxis-behaviors,1,-0.632,0.0,2.0
Mechanism,environmental-memory,Phenomenon,morphogenesis--regeneration--homeostasis,1,0.0,0.0,2.0
Mechanism,environmental-memory,Phenomenon,collective-decision-making,1,0.0,0.0,2.0
Mechanism,supervised-learning-algorithms,Phenomenon,associative-memory--pattern-completion,1,-0.671,0.0,2.0
Mechanism,supervised-learning-algorithms,Phenomenon,algorithmically-generated-patterns,1,-0.316,0.0,2.0
Mechanism,unsupervised-correlation-learning-algorithms,Phenomenon,classification--regression-performance,1,-0.417,0.0,2.0
Mechanism,unsupervised-correlation-learning-algorithms,Phenomenon,active-inference,1,-0.2,0.0,2.0
Mechanism,unsupervised-correlation-learning-algorithms,Phenomenon,learning--adaptive-behavior,1,-0.31,0.0,2.0
Mechanism,physical-intrinsic-learning-rules,Phenomenon,information-thermodynamics-effects,1,0.0,0.0,2.0
Mechanism,driven-by-biological-processes,Phenomenon,photosynthesis,1,-0.302,0.0,2.0
Mechanism,driven-by-algorithmic-computational-rules,Phenomenon,associative-memory--pattern-completion,1,-0.422,0.0,2.0
Mechanism,shape-memory,Phenomenon,bio-inspired-actuation,1,-0.117,0.0,2.0
